廠商\政黨,中國國民黨,民主進步黨,時代力量,無黨及其他
友發化工股份有限公司,0.0,0.0,0.0,0.0
友發橡膠(股)公司,0.0,0.0,0.0,0.0
友盛企業有限公司,0.0,127000.0,0.0,0.0
友秀實業股份有限公司,0.0,500000.0,0.0,0.0
友興投資股份有限公司,600000.0,0.0,0.0,0.0
友良高科技紡織(股)公司,0.0,0.0,0.0,0.0
友良高科技紡織股份有限公司,0.0,0.0,0.0,0.0
友記企業有限公司,0.0,0.0,0.0,0.0
友迦工業股份有限公司,0.0,0.0,0.0,0.0
友連通運股份有限公司,0.0,0.0,0.0,0.0
友達國際汽車有限公司,0.0,0.0,0.0,0.0
友鈜企業有限公司,0.0,0.0,0.0,0.0
友銓交通有限公司,0.0,0.0,0.0,0.0
友鵬工業社,0.0,7000.0,0.0,0.0
友鵬有限公司,0.0,30000.0,0.0,0.0
友麗紙器企業有限公司,0.0,50000.0,0.0,0.0
双斧團體服飾訂製有限公司,0.0,20000.0,0.0,0.0
双美生物科技股份有限公司,300000.0,0.0,0.0,0.0
双鎰興業股份有限公司,0.0,0.0,0.0,0.0
叡稚幼稚園,0.0,0.0,0.0,0.0
古奇峰飲食店,0.0,0.0,0.0,0.0
古板企業有限公司,0.0,0.0,0.0,0.0
古鼎建社股份有限公司,0.0,0.0,0.0,0.0
召明營造工程有限公司,0.0,0.0,0.0,0.0
召華石礦股份有限公司,0.0,0.0,0.0,0.0
可合美服裝廠有限公司,0.0,0.0,0.0,0.0
可尼卡實業股份有限公司,0.0,10000.0,0.0,0.0
可愛馬科技有限公司,0.0,0.0,0.0,0.0
可提雅實業有限公司,20000.0,0.0,0.0,0.0
可百勝環保科技股份有限公司,0.0,0.0,0.0,0.0
可翔科技有限公司,200000.0,0.0,0.0,0.0
可豐工業有限公司,0.0,0.0,0.0,0.0
台一工程顧問有限公司,0.0,0.0,0.0,0.0
台一消防工程企業有限公司,0.0,0.0,0.0,0.0
台一生態休閒農場,30000.0,0.0,0.0,0.0
台中商業銀行股份有限公司,0.0,0.0,0.0,0.0
台中市合作社聯合社,0.0,0.0,0.0,0.0
台中市新環境促進協會,0.0,0.0,0.0,0.0
台中市私立戴爾英文短期補習班,0.0,0.0,0.0,0.0
台中市私立雨果幼稚園,0.0,0.0,0.0,0.0
台中市肉品市場(股)公司,0.0,0.0,0.0,0.0
台中市藥劑師公會,0.0,0.0,0.0,0.0
台中空廚股份有限公司,200000.0,0.0,0.0,0.0
台中精機廠股份有限公司,0.0,0.0,0.0,0.0
台中縣私立佳英英語短期補習班,0.0,0.0,0.0,0.0
台中縣私立精輔文理短期補習班,0.0,0.0,0.0,0.0
台中縣私立行文理短期補習班,0.0,0.0,0.0,0.0
台中縣私立行文理短期補習班東勢分班,0.0,0.0,0.0,0.0
台中銀保險經紀人股份有限公司,0.0,500000.0,0.0,0.0
台乙鐵櫃有限公司,0.0,0.0,0.0,0.0
台佳企業股份有限公司,0.0,0.0,0.0,0.0
台倢企業有限公司,0.0,0.0,0.0,0.0
台億食品股份有限公司,0.0,0.0,0.0,0.0
台元紡織股份有限公司,0.0,0.0,0.0,0.0
台光染整股份有限公司,100000.0,0.0,0.0,0.0
台全電機股份有限公司,100000.0,100000.0,0.0,0.0
台利建設開發股份有限公司,0.0,0.0,0.0,0.0
台力人力國際有限公司,0.0,0.0,0.0,0.0
台勝耐龍有限公司,0.0,5000.0,0.0,0.0
台勵福股份有限公司,0.0,0.0,0.0,0.0
台北世界貿易中心國際貿易大樓股份有限,0.0,0.0,0.0,0.0
台北世界貿易中心國際貿易大樓股份有限公司,0.0,1000000.0,0.0,0.0
台北南鴻輪胎股份有限公司,0.0,0.0,0.0,0.0
台北啤酒工廠產業工會,0.0,0.0,0.0,0.0
台北國光汽車客運股份有限公司,0.0,0.0,0.0,0.0
台北市台灣證券交易所股份有限公司產業,0.0,0.0,0.0,0.0
台北市地藏禪寺,0.0,0.0,0.0,0.0
台北市建築師公會,0.0,0.0,0.0,0.0
台北市新天地托兒所,0.0,0.0,0.0,0.0
台北市牙醫師公會,0.0,0.0,0.0,0.0
台北市私立仁和幼稚園,0.0,0.0,0.0,0.0
台北市私立信宜托兒所,0.0,0.0,0.0,0.0
台北市私立大東海會計工商管理電腦短期,0.0,0.0,0.0,0.0
台北市私立幼苗托兒所,0.0,0.0,0.0,0.0
台北市私立新力托兒所,0.0,0.0,0.0,0.0
台北市私立東海會計工商管理電腦短期,0.0,0.0,0.0,0.0
台北市花卉產銷股份有限公司,0.0,0.0,0.0,0.0
台北市醫事檢驗師公會,0.0,0.0,0.0,0.0
台北市鐘錶眼鏡業職業工會,0.0,0.0,0.0,0.0
台北東海會計補習班,0.0,0.0,0.0,0.0
台北汽車客運股份有限公司,0.0,0.0,0.0,0.0
台北淵泉有限公司,0.0,0.0,0.0,0.0
台北縣私立偉仁托兒所,0.0,0.0,0.0,0.0
台北縣私立新華托兒所,0.0,0.0,0.0,0.0
台北縣私立松柏幼稚園,0.0,0.0,0.0,0.0
台北縣私立田園幼稚園,0.0,0.0,0.0,0.0
台北縣醫師公會,0.0,0.0,0.0,0.0
台北花卉產銷股份有限公司,0.0,0.0,0.0,0.0
台北雙子星大樓開發股份有限公司,0.0,0.0,0.0,0.0
台北馥敦飯店股份有限公司,0.0,2000000.0,0.0,0.0
台協化學股份有限公司,0.0,0.0,0.0,0.0
台南世貿展覽中心有限公司.周桂如,0.0,0.0,0.0,0.0
台南人身保險代理人股份有限公司,0.0,0.0,0.0,0.0
台南企業(股)公司,0.0,0.0,0.0,0.0
台南企業股份有限公司,0.0,0.0,0.0,0.0
台南商務會館,0.0,0.0,0.0,0.0
台南市私立德州文理短期補習班,0.0,5000.0,0.0,0.0
台南市私立英格堡幼兒園,0.0,60000.0,0.0,0.0
台南蔡虱目魚專賣,0.0,30000.0,0.0,0.0
台友水電材料行,0.0,0.0,0.0,0.0
台名保險經紀人股份有限公司,350000.0,0.0,0.0,0.0
台和實業股份有限公司,0.0,0.0,0.0,0.0
台和有限公司,0.0,0.0,0.0,0.0
台嘉投資股份有限公司,150000.0,0.0,0.0,0.0
台塑企業嘉義管理處,0.0,0.0,0.0,0.0
台塑能源科技股份有限公司,0.0,0.0,0.0,0.0
台大氣體股份有限公司,0.0,50000.0,0.0,0.0
台大鐵工廠,0.0,0.0,0.0,0.0
台姿記工業股份有限公司,0.0,0.0,0.0,0.0
台宏遠有限公司,0.0,100000.0,0.0,0.0
台宗企業有限公司,0.0,0.0,0.0,0.0
台宜實業股份有限公司,0.0,0.0,0.0,0.0
台容開發股份有限公司,0.0,0.0,0.0,0.0
台寶針織有限公司,0.0,0.0,0.0,0.0
台展投資有限公司,0.0,0.0,0.0,0.0
台山川科技股份有限公司,0.0,0.0,0.0,0.0
台州國際開發有限公司,100000.0,0.0,0.0,0.0
台彰纖維股份有限公司,0.0,0.0,0.0,0.0
台懋實業股份有限公司,0.0,0.0,0.0,0.0
台成營造有限公司,0.0,100000.0,0.0,0.0
台拓消防實業有限公司,0.0,0.0,0.0,0.0
台振精密機械廠,0.0,5000.0,0.0,0.0
台振食品有限公司,0.0,0.0,0.0,0.0
台捷企業社,2000.0,0.0,0.0,0.0
台揚環保事股份有限公司,0.0,0.0,0.0,0.0
台敏企業股份有限公司,0.0,0.0,0.0,0.0
台文針織股份有限公司,0.0,0.0,0.0,0.0
台新創業投資股份有限公司,0.0,0.0,0.0,0.0
台新印刷廠,0.0,0.0,0.0,0.0
台新建材股份有限公司,0.0,0.0,0.0,0.0
台新服裝行,0.0,0.0,0.0,0.0
台新資產管理股份有限公司,0.0,0.0,0.0,0.0
台明將企業股份有限公司,0.0,50000.0,0.0,0.0
台有化學有限公司,0.0,0.0,0.0,0.0
台朔重工股份有限公司,0.0,0.0,0.0,0.0
台東紅珊瑚股份有限公司,1000000.0,0.0,0.0,0.0
台東興業股份有限公司,0.0,0.0,0.0,0.0
台榮興業（股）公司,0.0,0.0,0.0,0.0
台榮航業股份有限公司,0.0,0.0,0.0,0.0
台欣企業有限公司,0.0,10000.0,0.0,0.0
台毅國際開發有限公司,0.0,220000.0,0.0,0.0
台灣一禾國際股份有限公司,0.0,0.0,0.0,50000.0
台灣中澤股份有限公司,20000.0,0.0,0.0,0.0
台灣丹青室內裝修有限公司,0.0,800000.0,0.0,0.0
台灣互動電視股份有限公司,0.0,0.0,0.0,0.0
台灣仁本服務股份有限公司,0.0,0.0,0.0,0.0
台灣仁本生命科技股份有限公司,0.0,600000.0,0.0,0.0
台灣佐藤實業有限公司,0.0,50000.0,0.0,0.0
台灣佩克科技股份有限公司,0.0,0.0,0.0,0.0
台灣冷光科技有限公司,0.0,0.0,0.0,0.0
台灣利來人才仲介有限公司,50000.0,0.0,0.0,0.0
台灣化學纖維股份有限公司,0.0,0.0,0.0,0.0
台灣區水管工程工業同業公會,0.0,0.0,0.0,0.0
台灣區綜合營造工程工業同業公會,0.0,0.0,0.0,0.0
台灣區綜合營造工程工業同業公會高雄市,0.0,0.0,0.0,0.0
台灣千旺有限公司,0.0,0.0,0.0,0.0
台灣南海股份有限公司,0.0,0.0,0.0,0.0
台灣卜蜂企業股份有限公司,0.0,0.0,0.0,0.0
台灣可億隆(股)公司,0.0,0.0,0.0,0.0
台灣可林生化科技有限公司,0.0,0.0,0.0,0.0
台灣合田實業股份有限公司,0.0,0.0,0.0,0.0
台灣嘉碩科技股份有限公司,36000.0,0.0,0.0,0.0
台灣國際倉儲股份有限公司,0.0,0.0,0.0,0.0
台灣國際纜網通信股份有限公司,0.0,0.0,0.0,0.0
台灣基礎開發科技股份有限公司,458000.0,1376000.0,50000.0,0.0
台灣塑膠工業股份有限公司,0.0,0.0,0.0,0.0
台灣士瑞克保全(股)有限公司,0.0,0.0,0.0,0.0
台灣大元興業股份有限公司,0.0,0.0,0.0,0.0
台灣好醬有限公司,0.0,0.0,0.0,0.0
台灣妙管家股份有限公司,0.0,0.0,0.0,0.0
台灣富綢纖維股份有限公司,0.0,0.0,0.0,0.0
台灣實耐科技工程有限公司,0.0,300000.0,0.0,0.0
台灣寶利來生物科技有限公司,0.0,0.0,0.0,0.0
台灣寶石企業社,0.0,20000.0,0.0,0.0
台灣山葉機車工業股份有限公司,0.0,0.0,0.0,0.0
台灣川普建設股份有限公司,100000.0,0.0,0.0,0.0
台灣工寶有限公司,50000.0,0.0,0.0,0.0
台灣左岸物業有限公司,10000.0,0.0,0.0,0.0
台灣廣用動力科技股份有限公司,0.0,0.0,0.0,0.0
台灣引興股份有限公司,0.0,0.0,0.0,0.0
台灣微型影像股份有限公司,0.0,0.0,0.0,0.0
台灣微粒科技,0.0,0.0,0.0,0.0
台灣微粒科技(股)公司,0.0,0.0,0.0,0.0
台灣微粒科技股份有限公司,0.0,0.0,0.0,0.0
台灣德和精化股份有限公司,0.0,50000.0,0.0,0.0
台灣必美優國際流通股份有限公司,0.0,0.0,0.0,0.0
台灣惠泉啤酒股份有限公司,0.0,0.0,0.0,0.0
台灣愛買有限公司,0.0,200000.0,0.0,0.0
台灣愷督科技股份有限公司,0.0,250000.0,0.0,0.0
台灣房屋仲介股份有限公司,10000.0,0.0,0.0,0.0
台灣捷康聯合有限公司,0.0,0.0,0.0,0.0
台灣數位光訊科技股份有限公司,500000.0,0.0,0.0,0.0
台灣數位光訓科技股份有限公司,0.0,0.0,0.0,0.0
台灣數位寬頻有線電視股份有限公司,0.0,0.0,0.0,0.0
台灣文化創意產業股份有限公司,0.0,0.0,0.0,0.0
台灣新光保全股份有限公司,0.0,0.0,0.0,0.0
台灣新光股份有限公司,0.0,0.0,0.0,0.0
台灣新日化股份有限公司,0.0,0.0,0.0,0.0
台灣新果國際有限公司,30000.0,0.0,0.0,0.0
台灣新蒂美企業有限公司,0.0,0.0,0.0,0.0
台灣日光燈(股)公司.劉傳人,0.0,0.0,0.0,0.0
台灣日油股份有限公司,100000.0,0.0,0.0,0.0
台灣星保保全股份有限公司嘉義分公司,0.0,0.0,0.0,0.0
台灣昭彤實業有限公司,0.0,0.0,0.0,0.0
台灣東急公寓大廈管理維護股份有限公司,0.0,0.0,0.0,0.0
台灣東洋藥品工業股份有限公司,0.0,0.0,0.0,0.0
台灣東洋藥品工業股份有限公司台北分公,0.0,0.0,0.0,0.0
台灣櫻花股份有限公司,3000000.0,0.0,0.0,0.0
台灣比菲多醱酵股份有限公司,0.0,300000.0,0.0,0.0
台灣永光化學工業股份有限公司,0.0,0.0,0.0,0.0
台灣汎生製藥廠股份有限公司,0.0,0.0,0.0,0.0
台灣汽車玻璃股份有限公司,0.0,0.0,0.0,0.0
台灣泰德軾股份有限公司,50000.0,50000.0,0.0,0.0
台灣流體國際股份有限公司,0.0,0.0,0.0,10000.0
台灣渥克股份有限公司,0.0,0.0,0.0,0.0
台灣渥茂股份有限公司,100000.0,0.0,0.0,100000.0
台灣特車有限公司,0.0,0.0,0.0,0.0
台灣玻璃工業股份有限公司,0.0,0.0,0.0,0.0
台灣生田工業(股),0.0,0.0,0.0,0.0
台灣產物保險股份有限公司,0.0,0.0,0.0,0.0
台灣畫佳企業股份有限公司,0.0,0.0,0.0,0.0
台灣百和工業股份有限公司,0.0,0.0,0.0,0.0
台灣百和工業股公司,0.0,0.0,0.0,0.0
台灣皇權國際有限公司,100000.0,0.0,0.0,0.0
台灣盛高有限公司,0.0,0.0,0.0,0.0
台灣省台北縣私立新成功汽車駕駛人訓練,0.0,0.0,0.0,0.0
台灣省土木技師公會,0.0,0.0,0.0,0.0
台灣省建築師公會台南市辦事處,0.0,0.0,0.0,0.0
台灣省建築師公會基隆市辦事處,0.0,0.0,0.0,0.0
台灣眾鑫企業股份有限公司,0.0,0.0,0.0,0.0
台灣石化合成股份有限公司,0.0,0.0,0.0,0.0
台灣石材股份有限公司,0.0,0.0,0.0,0.0
台灣礦資工業股份有限公司,0.0,0.0,0.0,0.0
台灣神戶電池股份有限公司,0.0,0.0,0.0,0.0
台灣福基畜牧股份有限公司,0.0,0.0,0.0,0.0
台灣福興工業股份有限公司,0.0,250000.0,0.0,0.0
台灣租車股份有限公司,0.0,0.0,0.0,0.0
台灣穎潤股份有限公司,60000.0,0.0,0.0,0.0
台灣立成膜科技股份有限公司,0.0,20000.0,0.0,0.0
台灣第一新藥股份有限公司,0.0,0.0,0.0,0.0
台灣築爐工程股份有限公司,0.0,0.0,0.0,0.0
台灣米鶴海產企業有限公司,0.0,0.0,0.0,0.0
台灣精密齒輪工業(股)公司,0.0,0.0,0.0,0.0
台灣精銳科技股份有限公司,300000.0,700000.0,0.0,0.0
台灣纖維酒精有限公司,0.0,0.0,0.0,0.0
台灣聯全麻糬食品有限公司,0.0,0.0,0.0,0.0
台灣聯合環球石油股份有限公司,0.0,0.0,0.0,0.0
台灣航空貨運承攬股份有限公司,0.0,0.0,0.0,0.0
台灣色料廠有限公司,200000.0,200000.0,0.0,0.0
台灣苗票地方法院所屬民間公證人葉詠翔,0.0,0.0,4000.0,0.0
台灣華印國際燕窩有限公司,0.0,0.0,0.0,0.0
台灣華聚股份有限公司,0.0,0.0,0.0,0.0
台灣菸酒公司,0.0,0.0,0.0,0.0
台灣蜜納國際股份有限公司,0.0,0.0,0.0,0.0
台灣蠟品股份有限公司,300000.0,0.0,0.0,0.0
台灣觀光巴士有限公司,0.0,0.0,0.0,0.0
台灣證券交易企業公會,0.0,0.0,0.0,0.0
台灣超商,0.0,10000.0,0.0,0.0
台灣農企開發股份有限公司,0.0,20000.0,0.0,0.0
台灣農林股份有限公司,1000000.0,300000.0,0.0,0.0
台灣農畜產工業股份有限公司,0.0,0.0,0.0,0.0
台灣通運倉儲股份有限公司,0.0,0.0,0.0,0.0
台灣連興綿織股份有限公司,0.0,0.0,0.0,0.0
台灣連鎮加盟協會,0.0,0.0,0.0,0.0
台灣金屬材料品管有限公司,0.0,10000.0,0.0,0.0
台灣金屬礦業股份有限公司,0.0,0.0,0.0,0.0
台灣金山電子工業股份有限公司,0.0,0.0,0.0,0.0
台灣金日友田實業有限公司,0.0,0.0,0.0,0.0
台灣鈺植紙業貿易有限公司,0.0,0.0,100000.0,0.0
台灣鋼聯股份有限公司,0.0,200000.0,0.0,0.0
台灣開億工業股份有限公司,0.0,0.0,0.0,0.0
台灣開礦資產管理公司,0.0,0.0,0.0,0.0
台灣開礦資產管理股份有限公司,0.0,0.0,0.0,0.0
台灣陸羽軒有限公司,0.0,100000.0,0.0,0.0
台灣雙色塑膠有限公司,0.0,0.0,0.0,0.0
台灣電力工會,0.0,0.0,0.0,0.0
台灣電緣股份有限公司,0.0,0.0,0.0,0.0
台灣電腦服務股份有限公司,0.0,0.0,0.0,0.0
台灣電鍍工業股份有限公司,0.0,0.0,0.0,0.0
台灣青木股份有限公司,0.0,0.0,0.0,0.0
台灣風光股份有限公司,0.0,100000.0,0.0,0.0
台灣體育運動舞蹈發展協會,0.0,0.0,0.0,0.0
台灣高技產業有限公司,0.0,0.0,0.0,0.0
台灣高木彫刻股份有限公司,0.0,0.0,0.0,0.0
台灣鴻德麵食開發股份有限公司,0.0,0.0,0.0,0.0
台灣麗偉電腦機械股份有限公司,0.0,0.0,0.0,0.0
台玉投資股份有限公司,150000.0,0.0,0.0,0.0
台益工業（股）公司,0.0,0.0,0.0,0.0
台益車有限公司,0.0,0.0,0.0,0.0
台穎有限公司,0.0,0.0,0.0,0.0
台美眼鏡有限公司,0.0,10000.0,0.0,0.0
台群印刷有限公司,0.0,0.0,0.0,0.0
台翊馨旅行社有限公司,0.0,0.0,0.0,0.0
台耕產業工廠有限公司,0.0,20000.0,0.0,0.0
台聖營造工程有限公司,0.0,0.0,0.0,0.0
台苑彩色印製有限公司,0.0,0.0,0.0,0.0
台華通信企業有限公司,0.0,0.0,0.0,0.0
台萬工業股份有限公司,0.0,50000.0,0.0,0.0
台裕化學製藥廠股份有限公司,0.0,0.0,0.0,0.0
台裕電業股份有限公司,60000.0,0.0,0.0,0.0
台西鵝肉城,0.0,0.0,0.0,0.0
台豐興業股份有限公司,0.0,0.0,0.0,0.0
台迪投資有限公司,0.0,0.0,0.0,0.0
台通電器股份有限公司,0.0,0.0,0.0,0.0
台達通運有限公司,0.0,0.0,0.0,0.0
台金國際資產管理有限公司,0.0,0.0,0.0,0.0
台銓科技有限公司,0.0,0.0,0.0,0.0
台鍍科技股份有限公司,0.0,0.0,0.0,0.0
台關工業股份有限公司,0.0,0.0,0.0,0.0
台陽營造股份有限公司,0.0,500000.0,0.0,0.0
台隆賓士汽車股份有限公司,0.0,0.0,0.0,0.0
台隆賓士汽車股份有限公司濱江分公司,0.0,0.0,0.0,0.0
台驊國際物流股份有限公司,0.0,200000.0,0.0,0.0
台麒企業股份有限公司,0.0,0.0,0.0,0.0
台麒投資股份有限公司,0.0,0.0,0.0,0.0
史丹佛短期文理補習班,0.0,0.0,0.0,0.0
史代新股份有限公司,0.0,0.0,0.0,0.0
史恩實業股份有限公司,0.0,0.0,0.0,0.0
右達汽車股份有限公司,0.0,0.0,0.0,0.0
合一實業股份有限公司,0.0,0.0,100000.0,100000.0
合信工業社,0.0,0.0,0.0,0.0
合僎桶業股份有限公司,0.0,0.0,0.0,0.0
合億營造股份有限公司,0.0,0.0,0.0,0.0
合光機電工業有限公司,30000.0,0.0,0.0,0.0
合勝熱處理股份有限公司,0.0,50000.0,0.0,0.0
合勝熱處裡股份有限公司,0.0,0.0,0.0,0.0
合勝開發有限公司,0.0,0.0,0.0,0.0
合城工程行,0.0,0.0,0.0,0.0
合宏展工業有限公司,0.0,0.0,0.0,0.0
合宜晟實業有限公司,0.0,50000.0,0.0,0.0
合家歡休閒股份有限公司,0.0,0.0,0.0,0.0
合寶開發股份有限公司,1000000.0,0.0,0.0,0.0
合山實業股份有限公司,0.0,66000.0,0.0,0.0
合德紙器股份有限公司,0.0,0.0,0.0,0.0
合德興業有限公司,0.0,70000.0,0.0,0.0
合懋興業股份有限公司,0.0,50000.0,0.0,0.0
合成園藝工具股份有限公司,0.0,0.0,0.0,0.0
合成礦油實業有限公司,0.0,0.0,0.0,0.0
合成礦油行,0.0,0.0,0.0,0.0
合新資訊股份有限公司,0.0,0.0,0.0,0.0
合春營造有限公司,0.0,0.0,0.0,0.0
合昱營造(股)公司,0.0,0.0,0.0,0.0
合昱營造股份有限公司,0.0,200000.0,0.0,0.0
合普工業股份有限公司,200000.0,200000.0,0.0,0.0
合欣展業股份有限公司,0.0,0.0,0.0,0.0
合歆貿易有限公司,0.0,0.0,0.0,0.0
合歡農產有限公司,0.0,0.0,0.0,0.0
合正企業有限公司,0.0,0.0,0.0,0.0
合江工業廠股份有限公司,0.0,0.0,0.0,0.0
合泰建築經理股份有限公司,0.0,0.0,0.0,0.0
合泰藥品有限公司,0.0,0.0,0.0,0.0
合源旺股份有限公司,0.0,0.0,0.0,0.0
合滿冷凍股份有限公司,0.0,0.0,0.0,0.0
合潁酒業股份有限公司,0.0,0.0,0.0,0.0
合濟工業(股)公司,0.0,0.0,0.0,0.0
合環建設工程股份有限公司,0.0,0.0,0.0,0.0
合生混凝土興業股份有限公司,200000.0,0.0,0.0,0.0
合申建設事業有限公司,0.0,60000.0,0.0,0.0
合發氣體股份有限公司,0.0,0.0,0.0,0.0
合盈光電科技(股)公司,0.0,0.0,0.0,0.0
合盈光電科技股份有限公司,0.0,0.0,0.0,0.0
合盛室內設計工程有限公司,0.0,0.0,0.0,0.0
合美印刷興業有限公司,0.0,0.0,0.0,0.0
合美木器行,0.0,0.0,0.0,0.0
合美電機股份有限公司,0.0,0.0,0.0,0.0
合興石化工業股份有限公司,0.0,100000.0,0.0,0.0
合興裝卸股份有限公司,0.0,0.0,0.0,0.0
合興預拌混凝土股份有限公司,0.0,0.0,0.0,0.0
合記化學股份有限公司,0.0,50000.0,0.0,0.0
合記圖書出版社,0.0,0.0,0.0,0.0
合記貿易股份有限公司,0.0,0.0,0.0,0.0
合豐實業股份有限公司,0.0,0.0,0.0,0.0
合豐精密工具股份有限公司,0.0,100000.0,0.0,0.0
合貿工程企業有限公司,0.0,100000.0,0.0,0.0
合輝實業股份有限公司,0.0,0.0,0.0,0.0
合運整合行銷有限公司,0.0,20000.0,0.0,0.0
合運船務代理股份有限公司,0.0,0.0,0.0,0.0
合遠建設股份有限公司,0.0,0.0,0.0,0.0
合釋意國際有限公司,0.0,0.0,0.0,0.0
合銓建設有限公司,0.0,0.0,0.0,0.0
合鋼鋼鐵股份有限公司,0.0,0.0,0.0,0.0
合陽建設股份有限公司,0.0,0.0,0.0,0.0
合隆電工有限公司,0.0,0.0,0.0,0.0
合雄工業有限公司,0.0,0.0,0.0,0.0
合雄工業股份有限公司,0.0,0.0,0.0,0.0
合順金屬股份有公司,0.0,0.0,0.0,0.0
合騏工業股份有限公司,0.0,0.0,0.0,0.0
合麒工業(股)公司.陳慶漳,0.0,0.0,0.0,0.0
吉佳砂石股份有限公司,0.0,0.0,0.0,0.0
吉倡實業(股)公司,0.0,0.0,0.0,0.0
吉倡實業股份有限公司,0.0,0.0,0.0,0.0
吉偉工程有限公司,0.0,0.0,0.0,0.0
吉元開發有限公司,0.0,0.0,0.0,22000.0
吉元食品有限公司,10000.0,0.0,0.0,0.0
吉全螺帽有限公司,0.0,100000.0,0.0,0.0
吉利號烏魚子,0.0,0.0,0.0,0.0
吉利電梯企業股份有限公司,0.0,0.0,0.0,0.0
吉勝五金材料行,0.0,0.0,0.0,0.0
吉友利客家菜館,20000.0,0.0,0.0,0.0
吉吉泰保險代理人股份有限公司,0.0,0.0,0.0,0.0
吉吉福工程有限公司,0.0,0.0,0.0,0.0
吉品營企業有限公司,0.0,0.0,0.0,0.0
吉嘉電子股份有限公司,0.0,0.0,0.0,0.0
吉圃建設股份有限公司,0.0,1000000.0,0.0,0.0
吉宣投資股份有限公司,0.0,0.0,0.0,0.0
吉富企業股份有限公司,0.0,0.0,0.0,0.0
吉富貿易有限公司,0.0,150000.0,0.0,0.0
吉富達有限公司,0.0,20000.0,0.0,0.0
吉尼爾幼稚園,0.0,0.0,0.0,0.0
吉常竹木業股份有限公司,0.0,0.0,0.0,0.0
吉康環境工程有限公司,0.0,0.0,0.0,0.0
吉彬實業有限公司,0.0,0.0,0.0,0.0
吉普建設股份有限公司,0.0,0.0,0.0,0.0
吉村大飯店,0.0,0.0,0.0,0.0
吉泰藥品股份有限公司,0.0,0.0,0.0,0.0
吉泰開發有限公司,0.0,0.0,0.0,0.0
吉特國際事業有限公司,0.0,0.0,0.0,0.0
吉琳企業社,0.0,0.0,0.0,0.0
吉璞建設股份有限公司,30000.0,0.0,0.0,0.0
吉發萬安股份有限公司,0.0,100000.0,0.0,0.0
吉的堡網路科技股份有限公司,0.0,0.0,0.0,0.0
吉相防漏工程有限公司,0.0,0.0,0.0,0.0
吉祥中醫診所,0.0,0.0,0.0,0.0
吉祥實業,0.0,0.0,0.0,0.0
吉祥工業股份有限公司,200000.0,0.0,0.0,0.0
吉祥珠寶銀樓,10000.0,0.0,0.0,0.0
吉祥生物科技股份有限公司,0.0,0.0,0.0,0.0
吉穎電機有限公司,0.0,0.0,0.0,0.0
吉窗企業有限公司,0.0,0.0,0.0,0.0
吉立製藥股份有限公司,0.0,0.0,0.0,0.0
吉緻工程股份有限公司,0.0,0.0,0.0,0.0
吉美建設事業(股)公司,0.0,0.0,0.0,0.0
吉美建設事業股份有限公司,900000.0,1000000.0,0.0,54000.0
吉美建設事股份有限公司,0.0,0.0,0.0,0.0
吉美染化有限公司,0.0,0.0,0.0,0.0
吉美紡織股份有限公司,0.0,0.0,0.0,0.0
吉聖營造股份有限公司,200000.0,0.0,0.0,0.0
吉茂投資股份有限公司,0.0,0.0,0.0,0.0
吉豐本草股份有限公司,0.0,0.0,0.0,0.0
吉輝粉體塗裝公司,0.0,0.0,0.0,0.0
吉達電子有限公司,0.0,0.0,5000.0,0.0
吉隆有線電視股份有限公司,0.0,0.0,0.0,0.0
吉霖國際股份有限公司,0.0,20000.0,0.0,0.0
吉霖塑膠股份有限公司,0.0,0.0,0.0,0.0
吉鴻電子股份有限公司,0.0,0.0,0.0,0.0
同儀企業有限公司,0.0,0.0,0.0,0.0
同力營造有限公司,0.0,0.0,0.0,0.0
同勝建設股份有限公司,0.0,80000.0,0.0,0.0
同合興製磚股份有限公司,0.0,0.0,0.0,0.0
同宏事業有限公司,0.0,0.0,0.0,0.0
同成建設股份有限公司,0.0,600000.0,0.0,0.0
同旺起重有限公司,0.0,0.0,0.0,0.0
同昌投資有限公司,0.0,0.0,0.0,0.0
同昌投資股份有限公司,0.0,250000.0,0.0,250000.0
同曄興業股份有限公司,0.0,0.0,0.0,0.0
同沅企業有限公司,0.0,0.0,0.0,0.0
同烽企業份有限公司,0.0,0.0,0.0,0.0
同烽企業股份有限公司,0.0,0.0,0.0,0.0
同發舊貨行,0.0,0.0,0.0,0.0
同豐營造工程股份有限公司,0.0,0.0,0.0,0.0
同達興實業股份有限公司,0.0,0.0,0.0,0.0
同銘企業有限公司,0.0,0.0,0.0,0.0
同鎮國際貿股份有限公司,0.0,0.0,0.0,0.0
同順企業行,0.0,0.0,0.0,0.0
同順立有限公司,0.0,0.0,0.0,0.0
名佳利金屬工業股份有限公司,0.0,0.0,0.0,0.0
名佳利銅工業股份有限公司,0.0,20000.0,0.0,0.0
名優生物科技有限公司,0.0,10000.0,0.0,0.0
名利汽車股份有限公司,0.0,0.0,0.0,0.0
名女三溫暖,0.0,0.0,0.0,0.0
名宸鞋行,0.0,990.0,0.0,0.0
名崧企業有限公司,0.0,0.0,0.0,0.0
名度廣告事業有限公司,0.0,0.0,0.0,0.0
名度建設股份有限公司,0.0,0.0,0.0,0.0
名晟設計室內裝修工程股份有限公司,0.0,0.0,0.0,0.0
名洲織造股份有限公司,0.0,10000.0,0.0,0.0
