廠商\政黨,中國國民黨,民主進步黨,時代力量,無黨及其他
朝程工程股份有限公司,0.0,0.0,0.0,0.0
朝能興業有限公司,100000.0,0.0,0.0,0.0
朝裕塑膠有限公司,0.0,10000.0,0.0,0.0
朝辰貿易有限公司,0.0,50000.0,0.0,0.0
朝陽假期飯店有限公司,50000.0,0.0,0.0,0.0
朝露(股)公司,0.0,0.0,0.0,0.0
朝露股份有限公司,0.0,0.0,0.0,0.0
期美科技股份有限公司,0.0,200000.0,0.0,0.0
木一工程有限公司,10000.0,0.0,0.0,0.0
木村屋食品股份有限公司,100000.0,0.0,0.0,50000.0
木豐建材股份有限公司,200000.0,0.0,0.0,0.0
木通實業股份有限公司,0.0,830000.0,0.0,0.0
木通實業（股）公司,0.0,0.0,0.0,0.0
木鄉國際投資股份有限公司,0.0,0.0,0.0,0.0
本業股份有限公司,0.0,300000.0,0.0,0.0
本洲商行,0.0,0.0,0.0,0.0
本龍電通企業股份有限公司,0.0,10000.0,0.0,0.0
朱林達企業社,0.0,10000.0,0.0,0.0
杉慶企業有限公司,0.0,15000.0,0.0,0.0
杉林溪遊樂事業股份有限公司,200000.0,100000.0,0.0,0.0
杉榮實業股份有限公司,0.0,0.0,0.0,0.0
杉蒲企業股份有限公司,400000.0,200000.0,0.0,0.0
杉鴻營造有限公司,0.0,0.0,0.0,0.0
李兆嘉建築師事務所,0.0,0.0,0.0,0.0
李明達診所,0.0,0.0,0.0,0.0
李氏投資股份有限公司,0.0,500000.0,0.0,0.0
李燈燦製油廠,0.0,0.0,0.0,0.0
李綜合醫療社團法人,200000.0,300000.0,0.0,0.0
李綜合醫療社團法人苑裡李綜合醫院,0.0,0.0,0.0,0.0
李義男婦產科診所附設產後護理之家,0.0,0.0,0.0,0.0
李記投資股份有限公司,0.0,500000.0,0.0,0.0
李進企業股份有限公司,0.0,170000.0,0.0,0.0
李逸仁建築師事務所,0.0,0.0,0.0,0.0
李阿森企業股份有限公司,0.0,0.0,0.0,0.0
杏一醫療用品股份有限公司,0.0,0.0,0.0,0.0
杏宜診所.鄭耿全,0.0,0.0,0.0,0.0
杏昌牙醫診所,0.0,15000.0,0.0,0.0
杏林新生製藥股份有限公司,0.0,0.0,0.0,0.0
杏輝藥品工業股份有限公司,0.0,0.0,0.0,0.0
村欣興業公司,0.0,0.0,0.0,0.0
村聯實業股份有限公司,0.0,0.0,0.0,0.0
杜拜時尚戀館,0.0,0.0,0.0,0.0
杜瑪仕企業有限公司,0.0,50000.0,0.0,0.0
杰廣建設有限公司,0.0,0.0,0.0,0.0
杰新建設有限公司,0.0,0.0,0.0,0.0
杰昇實業有限公司,0.0,0.0,0.0,0.0
杰林廣告科技有限公司,0.0,0.0,0.0,0.0
杰華精密工業股份有限公司,0.0,150000.0,0.0,0.0
杰鑫國際物流股份有限公司,0.0,0.0,0.0,0.0
東亞汽車駕訓班,0.0,0.0,0.0,0.0
東亞運輸倉儲(股)公司,0.0,0.0,0.0,0.0
東亞電氣工程有限公司,0.0,0.0,0.0,0.0
東京聯合實業股份有限公司,0.0,10000.0,0.0,0.0
東佳營造工程有限公司,0.0,0.0,0.0,0.0
東倖股份有限公司,0.0,0.0,0.0,0.0
東倞貿易有限公司,0.0,0.0,0.0,0.0
東億海事工程有限公司,0.0,0.0,0.0,0.0
東元交通股份有限公司,0.0,100000.0,0.0,0.0
東光大理石有限公司,0.0,10000.0,0.0,0.0
東光永業股份有限公司,0.0,0.0,0.0,0.0
東光鋼鐵機械股份有公司,0.0,0.0,0.0,0.0
東光鋼鐵機械股份有限公司,250000.0,0.0,0.0,0.0
東剛建設股份有限公司,0.0,0.0,0.0,0.0
東南亞工程股份有限公司,0.0,0.0,0.0,0.0
東南吉建設股份有限公司,0.0,0.0,0.0,0.0
東南投資股份有限公司,0.0,0.0,0.0,0.0
東南旅行社(股)公司基隆分公司,0.0,0.0,0.0,0.0
東南旅行社股份有限公司,200000.0,0.0,0.0,0.0
東南機械鑿井工程有限公司,0.0,0.0,0.0,0.0
東南水泥股份有限公司,500000.0,0.0,0.0,0.0
東南汽車客運(股)有限東公司,0.0,0.0,0.0,0.0
東南管理企業股份有限公司,0.0,0.0,0.0,0.0
東南遊覽汽車股份有限公司,0.0,0.0,0.0,0.0
東又悅企業(股)公司,0.0,0.0,0.0,0.0
東又悅企業股份有限公司,0.0,0.0,0.0,0.0
東叡工程有限公司,0.0,0.0,0.0,0.0
東台旅社股份有限公司,0.0,100000.0,0.0,0.0
東台旅行社股份有限公司,0.0,0.0,0.0,0.0
東台開發股份有限公司,0.0,0.0,0.0,0.0
東合冷凍食品有限公司,0.0,0.0,0.0,0.0
東吳投資股份有限公司,0.0,0.0,0.0,0.0
東周化學工業股份有限公司,0.0,0.0,0.0,0.0
東和創投科技股份有限公司,0.0,0.0,0.0,0.0
東和昌有限公司,0.0,0.0,0.0,0.0
東國興魚業有限公司,0.0,0.0,0.0,10000.0
東堃工程有限公司,0.0,0.0,0.0,0.0
東塑塑膠有限公司,500000.0,0.0,0.0,0.0
東大發資產管理股份有限公司,0.0,0.0,0.0,10000.0
東大盛興業股份有限公司,0.0,20000.0,0.0,0.0
東奕工業股份有限公司,0.0,0.0,0.0,0.0
東奕工業股公司,0.0,0.0,0.0,0.0
東威運輸股份有限公司,0.0,0.0,0.0,0.0
東宏工程行,0.0,0.0,0.0,0.0
東宏旅行社有限公司,0.0,50000.0,0.0,0.0
東宏汽車商行,0.0,16000.0,0.0,0.0
東宜實業股份有限公司,0.0,0.0,0.0,0.0
東家通建設有限公司,0.0,30000.0,0.0,0.0
東家食品股份有限公司,0.0,0.0,0.0,0.0
東富投資股份有限公司,0.0,1000000.0,0.0,0.0
東寶投資股份有限公司,100000.0,0.0,0.0,0.0
東岩建設股份有限公司,0.0,0.0,0.0,0.0
東岩建設股份有限公司台北辦事處,0.0,0.0,0.0,0.0
東峰機車行,0.0,10000.0,0.0,0.0
東峰鐵工廠股份有限公司,0.0,0.0,0.0,0.0
東峻興業股份有限公司,0.0,100000.0,0.0,0.0
東庚企業股份有限公司,0.0,0.0,0.0,0.0
東廣營造有限公司,0.0,0.0,0.0,0.0
東延自動機械有限公司,0.0,0.0,0.0,0.0
東弘投資股份有限公司,0.0,0.0,0.0,0.0
東弘金屬工業(股)公司,0.0,0.0,0.0,0.0
東弘金屬工業股份有限公司,0.0,0.0,0.0,0.0
東徽企業股份有限公司,1800000.0,1200000.0,0.0,0.0
東慧國際諮詢顧問股份有限公司,0.0,0.0,0.0,0.0
東慶工程有限公司,0.0,0.0,0.0,0.0
東懋工業股份有限公司,0.0,0.0,0.0,0.0
東成發開發股份有限公司,250000.0,0.0,0.0,0.0
東成纖維工業股份有限公司,0.0,0.0,0.0,0.0
東成通信器材行,0.0,0.0,0.0,0.0
東揚工業社,0.0,0.0,0.0,0.0
東方中醫診所,0.0,0.0,0.0,0.0
東方宴餐飲有限公司,0.0,40000.0,0.0,0.0
東方獅國際有限公司,0.0,0.0,0.0,0.0
東方複材有限公司,100000.0,0.0,0.0,0.0
東日實業股份有限公司,0.0,20000.0,0.0,0.0
東昇工程顧問股份有限公司,0.0,0.0,0.0,0.0
東昇綠能有限公司,0.0,50000.0,0.0,0.0
東昇陽實業有限公司,0.0,0.0,0.0,0.0
東明事務機器行,0.0,0.0,0.0,0.0
東易信有限公司,0.0,30000.0,0.0,0.0
東昕水務實業股份有限公司,0.0,0.0,0.0,0.0
東春機械有限公司,0.0,0.0,0.0,0.0
東春貿易有限公司,0.0,0.0,0.0,0.0
東晉銓機器興業股份有限公司,0.0,0.0,0.0,0.0
東景股份有限公司,0.0,0.0,0.0,0.0
東暘玻璃膠股份有限公司,20000.0,0.0,0.0,0.0
東林國際汽車有限公司,0.0,0.0,0.0,0.0
東林易塑膠有限公司,0.0,10000.0,0.0,0.0
東林開發實業有限公司,0.0,100000.0,0.0,0.0
東林開發環保有限公司,0.0,80000.0,0.0,0.0
東森旅行社股份有限公司,100000.0,0.0,0.0,0.0
東樺藥品有限公司,0.0,40000.0,0.0,0.0
東樺開發砂石有限公司,0.0,0.0,0.0,0.0
東權國際有限公司,0.0,0.0,0.0,0.0
東欣實業股份有限公司,0.0,0.0,0.0,0.0
東毓油壓機械股份有限公司,0.0,0.0,0.0,0.0
東毓營造有限公司,100000.0,0.0,0.0,0.0
東泰把手實業股份有限公司,0.0,0.0,0.0,0.0
東泰消防實業股份有限公司,0.0,0.0,0.0,0.0
東泰電器行,0.0,0.0,0.0,0.0
東洋合成股份有限公司,0.0,0.0,0.0,0.0
東海冷凍股份有限公司,100000.0,0.0,0.0,0.0
東海生物科技股份有限公司,1600000.0,0.0,0.0,0.0
東源五金行,0.0,0.0,0.0,0.0
東源營造工程(股),0.0,0.0,0.0,0.0
東源營造工程股份有限公司,0.0,0.0,0.0,0.0
東源紙業股份有限公司,0.0,0.0,0.0,0.0
東漁實業股份有限公司,0.0,0.0,0.0,0.0
東炬營造股份有限公司,0.0,0.0,0.0,0.0
東煒建設股份有限公司,0.0,0.0,0.0,0.0
東琳建設股份有限公司,0.0,0.0,0.0,0.0
東琳興業股份有限公司,0.0,100000.0,0.0,0.0
東璋營造有限公司,0.0,0.0,0.0,0.0
東生營造有限公司,0.0,0.0,0.0,200000.0
東發生物科技製藥股份有限公司,0.0,0.0,0.0,0.0
東益國際股份有限公司,0.0,0.0,0.0,0.0
東益報關股份有限公司,0.0,0.0,0.0,0.0
東盟通運報關股份有限公司,0.0,0.0,0.0,0.0
東盟開發實業(股)公司,0.0,0.0,0.0,0.0
東石合作農場,0.0,0.0,0.0,0.0
東祐有限公司,5000.0,0.0,0.0,0.0
東祐服裝公司,0.0,0.0,0.0,0.0
東祐陶瓷有限公司,0.0,0.0,0.0,0.0
東福塑膠工業股份有限公司,0.0,0.0,0.0,0.0
東福廣告有限公司,0.0,0.0,0.0,0.0
東禾生物科技股份有限公司,100000.0,0.0,0.0,0.0
東穎通運有限公司,3000.0,0.0,0.0,0.0
東立飼料工業股份有限公司,100000.0,0.0,0.0,0.0
東紡興業有限公司,0.0,100000.0,0.0,0.0
東美開發飾品材料有限公司,0.0,0.0,0.0,0.0
東聖彩色製版印刷有限公司,0.0,0.0,0.0,0.0
東聯化學股份有限公司,0.0,0.0,0.0,0.0
東臣實業有限公司,0.0,0.0,0.0,0.0
東臺傳播股份有限公司,0.0,0.0,0.0,0.0
東興實業有限公司,0.0,0.0,0.0,0.0
東興科技股份有限公司,0.0,0.0,0.0,0.0
東芳貿易股份有限公司,500000.0,0.0,0.0,0.0
東英測量工程有限公司,0.0,0.0,0.0,0.0
東菖企業股份有限公司,0.0,0.0,0.0,0.0
東華企業股份有限公司,0.0,200000.0,0.0,0.0
東華地政士事務所,0.0,0.0,0.0,0.0
東菱投資股份有限公司,1000000.0,0.0,0.0,0.0
東谷旅遊事業(有),0.0,0.0,0.0,0.0
東谷旅遊事業有限公司,0.0,0.0,0.0,0.0
東豐企業股份有限公司,0.0,0.0,0.0,0.0
東豐實業股份有限公司,0.0,200000.0,0.0,0.0
東貿國際股份有限公司,0.0,0.0,0.0,0.0
東連工業股份有限公司,50000.0,0.0,0.0,0.0
東進砂布廠,0.0,0.0,0.0,0.0
東逸有限公司,0.0,0.0,0.0,0.0
東達投資有限公司,200000.0,0.0,0.0,0.0
東遠精技工業股份有限公司,200000.0,0.0,0.0,0.0
東鐵企業股份有限公司,0.0,0.0,0.0,0.0
東鑫玻璃實業有限公司,0.0,0.0,0.0,0.0
東門汽車商行,0.0,0.0,0.0,0.0
東閔路加油站有限公司,0.0,0.0,0.0,0.0
東陽實業廠股份有限公司,400000.0,500000.0,0.0,0.0
東陽市地重劃股份有限公司,0.0,0.0,0.0,0.0
東陽建設實業股份有限公司,0.0,200000.0,0.0,0.0
東隆興業(股)公司,0.0,0.0,0.0,0.0
東隆興業股份有限公司,200000.0,500000.0,0.0,0.0
東霖企業社,0.0,0.0,0.0,0.0
東霙營造股份有限公司,350000.0,200000.0,0.0,0.0
東頁醫療器材有限公司,0.0,0.0,0.0,0.0
東順環保企業有限公司,0.0,0.0,0.0,0.0
東領企業有限公司,0.0,0.0,0.0,0.0
東風空間設計坊,0.0,0.0,0.0,0.0
東騏建設開發股份有限公司,0.0,0.0,0.0,0.0
東驊不動產開發有限公司,0.0,0.0,0.0,0.0
東高工業有限公司,0.0,0.0,0.0,0.0
東鴻投資興業股份有限公司,0.0,100000.0,0.0,0.0
東鼎食品公司,0.0,0.0,0.0,0.0
東鼎食品有限公司,0.0,0.0,0.0,0.0
東龍國際開發股份有限公司,100000.0,0.0,0.0,0.0
東龍家具行,0.0,0.0,0.0,0.0
東龍建設開發(股)公司,0.0,0.0,0.0,0.0
東龍建設開發股份有限公司,0.0,0.0,0.0,0.0
東龍珠股份有限公司,0.0,0.0,0.0,0.0
東龍鷹架有限公司,0.0,0.0,0.0,0.0
松佐投資股份有限公司,0.0,0.0,0.0,0.0
松和企業有限公司,0.0,10000.0,0.0,0.0
松和工業有限公司,0.0,0.0,0.0,0.0
松和工業股份有限公司,0.0,0.0,0.0,0.0
松宜通運股份有限公司,300000.0,0.0,0.0,0.0
松屋日本料理店,0.0,0.0,0.0,0.0
松山鐵工廠股份有限公司,0.0,0.0,0.0,0.0
松岩精研股份有限公司,0.0,0.0,0.0,0.0
松川水電工程股份有限公司,0.0,0.0,0.0,0.0
松懋國際開發有限公司,0.0,0.0,0.0,0.0
松新五金五份有限公司,0.0,0.0,0.0,0.0
松普機械實業股份有限公司,0.0,0.0,0.0,0.0
松本加油有限公司,0.0,0.0,0.0,0.0
松林國際木業有限公司,20000.0,0.0,0.0,0.0
松柏土地專業代理人事務所,0.0,0.0,0.0,0.0
松泰家具裝潢有限公司,0.0,0.0,0.0,0.0
松田別館,0.0,0.0,0.0,0.0
松田電氣工程處.吳忠泰,0.0,0.0,0.0,0.0
松益傢俱行,0.0,5000.0,0.0,0.0
松益木器行,0.0,0.0,0.0,0.0
松益科技有限公司,0.0,0.0,0.0,0.0
松立企業社.吳忠茂,0.0,0.0,0.0,0.0
松群化學工廠,0.0,0.0,0.0,0.0
松羿銘版企業社,0.0,0.0,0.0,0.0
松華交通有限公司,0.0,0.0,0.0,0.0
松華實業股份有限公司,0.0,0.0,0.0,0.0
松詠有限公司,0.0,100000.0,0.0,0.0
松讚實業(股),0.0,0.0,0.0,0.0
松鈞工業股份有限公司,0.0,50000.0,0.0,0.0
松銘營造股份有限公司,0.0,200000.0,0.0,0.0
松陵食品企業有限公司,0.0,0.0,0.0,0.0
板建開發股份有限公司,0.0,0.0,0.0,0.0
板新加油站股份有限公司,0.0,0.0,0.0,0.0
板橋國泰醫院,0.0,0.0,0.0,0.0
板橋市農會,0.0,0.0,0.0,0.0
板神實業有限公司,0.0,0.0,0.0,0.0
枋寮加油站企業有限公司,0.0,0.0,0.0,0.0
枋寮醫療社團法人枋寮醫院,0.0,100000.0,0.0,0.0
枌發實業有限公司,0.0,0.0,0.0,0.0
析慶貿易股份有限公司,0.0,0.0,0.0,0.0
枕頭山股份有限公司,0.0,0.0,0.0,0.0
枕頭山頂股份有限公司,0.0,0.0,0.0,0.0
林偉開發有限公司,0.0,0.0,0.0,0.0
林偉開發股份有限公司,60000.0,60000.0,0.0,0.0
林凱企業有限公司,0.0,0.0,0.0,0.0
林勝工業股份有限公司,0.0,50000.0,0.0,0.0
林原行農林有限公司,0.0,0.0,0.0,0.0
林園國際股份有限公司,0.0,0.0,0.0,0.0
林園油品興業有限公司,0.0,0.0,0.0,0.0
林宏洲眼科診所,0.0,0.0,0.0,0.0
林建成嘉記股份有限公司,300000.0,0.0,0.0,0.0
林新醫療社團法人,0.0,0.0,0.0,0.0
林旺根地政士事務所,0.0,0.0,0.0,0.0
林明利建築師事務所,0.0,0.0,0.0,0.0
林易貿易有限公司,0.0,0.0,0.0,0.0
林朝福建築師事務所,0.0,0.0,0.0,0.0
林朝輝會計事務所,0.0,0.0,0.0,0.0
林柏旭建築師事務所,0.0,0.0,0.0,0.0
林榮輝建築師事務所,0.0,0.0,0.0,0.0
林正宗婦產科診所,0.0,0.0,0.0,0.0
林氏國際顧問有限公司,0.0,0.0,0.0,0.0
林湘有限公司,0.0,2974.0,0.0,0.0
林盈企業有限公司,0.0,0.0,0.0,0.0
林維建設股份有限公司,0.0,0.0,0.0,0.0
林藥師藥局,0.0,0.0,0.0,0.0
林裕工廠(股),0.0,0.0,0.0,0.0
林辰彥律師事務所,0.0,0.0,0.0,0.0
林鼎實業股份有限公司,200000.0,0.0,0.0,0.0
果堅工程有限公司,0.0,0.0,0.0,0.0
果毅工程有限公司,0.0,0.0,0.0,0.0
柏佑企業股份有限公司,0.0,0.0,0.0,0.0
柏全瀝青股份有限公司,0.0,0.0,0.0,0.0
柏凱實業股份有限公司,0.0,300000.0,0.0,0.0
柏君人才仲介有限公司,0.0,0.0,0.0,0.0
柏呈有限公司,0.0,20000.0,0.0,0.0
柏宏貿易股份有限公司,0.0,0.0,0.0,0.0
柏御企業股份有限公司,0.0,50000.0,0.0,0.0
柏文健康事業股份有限公司,0.0,400000.0,0.0,0.0
柏昇開發工業股份有限公司,0.0,1100000.0,0.0,0.0
柏昌投資股份有限公司,0.0,200000.0,0.0,0.0
柏昶建設有限公司,0.0,0.0,0.0,0.0
柏昶建設股份有限公司,0.0,0.0,0.0,0.0
柏林股份有限公司,0.0,0.0,0.0,0.0
柏正企業有限公司,0.0,50000.0,0.0,0.0
柏洋設計有限公司,0.0,0.0,48000.0,0.0
柏笛開發有限公司,0.0,0.0,0.0,0.0
柏緯鐵工股份有限公司,0.0,1000000.0,0.0,0.0
柏義文化事業股份有限公司,0.0,100000.0,0.0,0.0
柏茂商行,0.0,50000.0,0.0,0.0
柏華保麗龍有限公司,0.0,0.0,0.0,0.0
柏諦企業股份有限公司,300000.0,0.0,0.0,0.0
柏豐企業有限公司,0.0,20000.0,0.0,0.0
柏貴企業股份有限公司,0.0,50000.0,0.0,0.0
柏超企業行,0.0,20000.0,0.0,0.0
柏達旅行社股份有限公司,0.0,0.0,0.0,0.0
柏陽實業股份有限公司,0.0,30000.0,0.0,0.0
柏騰企業股份有限公司,500000.0,0.0,0.0,0.0
柏齊資訊有限公司,0.0,0.0,0.0,0.0
柑園加油站有限公司,0.0,0.0,0.0,0.0
柒賢國際有限公司,0.0,0.0,0.0,0.0
柯達旅行社有限公司,0.0,10000.0,0.0,0.0
根基旺綠化園藝股份有限公司,0.0,0.0,0.0,0.0
根基營造(股)公司,0.0,0.0,0.0,0.0
根基營造股份有限公司,0.0,0.0,0.0,0.0
根本投資股份有限公司,0.0,70000.0,0.0,0.0
根林建設(股),0.0,0.0,0.0,0.0
根鼎建設(股),0.0,0.0,0.0,0.0
格愛陞有限公司,0.0,50000.0,0.0,0.0
桂宏加油站股份有限公司,0.0,10000.0,0.0,0.0
桂田營造股份有限公司,0.0,300000.0,0.0,0.0
桂田酒店股份有限公司,0.0,100000.0,0.0,0.0
桂賢營造股份有限公司,100000.0,0.0,0.0,0.0
桃一電機工業有限公司,0.0,0.0,0.0,0.0
桃友交通股份有限公司,0.0,0.0,0.0,0.0
桃和液化石油氣股份有限公司,0.0,0.0,0.0,0.0
桃圈高鐵地產有限公司,0.0,0.0,0.0,0.0
桃園市私立苓光幼兒園,3000.0,0.0,0.0,0.0
桃園汽車客運股份有限公司,0.0,500000.0,0.0,0.0
桃園縣私立華葳托兒所,0.0,0.0,0.0,0.0
桃園育樂事業股份有限公司,0.0,0.0,0.0,0.0
桃園鑄材有限公司,0.0,0.0,0.0,0.0
桃客資產開發股份有限公司,0.0,400000.0,0.0,0.0
桃富運輸有限公司,10000.0,0.0,0.0,0.0
桃展建設股份有限公司,0.0,350000.0,0.0,0.0
桃榮食品用料行,0.0,0.0,0.0,0.0
桃欣管線工程有限公司,100000.0,0.0,0.0,0.0
桃源麗池有限公司,0.0,0.0,0.0,0.0
桃福運輸有限公司,0.0,0.0,0.0,0.0
桃苗汽車股份有限公司,500000.0,0.0,0.0,0.0
桓達科技股份有限公司,0.0,0.0,0.0,0.0
桶誠企業有限公司,0.0,0.0,0.0,0.0
梁家企業有限公司,0.0,0.0,0.0,0.0
梁忠權建築師事務所,0.0,0.0,0.0,0.0
梁明勝建築事務所,0.0,0.0,0.0,0.0
梁氏水電工程有限公司,0.0,0.0,0.0,0.0
梅華精密工業股份有限公司,50000.0,0.0,0.0,0.0
梓蘭造園有限公司,3000.0,0.0,0.0,0.0
梧濟工業股份有限公司,0.0,80000.0,0.0,0.0
械源橡膠有限公司,0.0,0.0,0.0,0.0
棋山木業,0.0,0.0,0.0,0.0
棟隆企業股份有限公司,200000.0,200000.0,0.0,0.0
森亞力工程有限公司,0.0,0.0,0.0,0.0
森偉工業股份有限公司,0.0,0.0,0.0,0.0
森品複合式餐飲店,0.0,0.0,0.0,0.0
森城建設股份有限公司,0.0,0.0,0.0,0.0
森峰聯合建築師事務所,0.0,0.0,0.0,200000.0
森德皮革有限公司,0.0,200000.0,0.0,0.0
森慶生物科技有限公司,0.0,0.0,0.0,0.0
森昌有限公司,36000.0,0.0,0.0,0.0
森林皮件製品股份有限公司,50000.0,0.0,0.0,0.0
森泉食品工業股份有限公司,0.0,150000.0,0.0,0.0
森湟企業股份有限公司,0.0,0.0,0.0,0.0
森田健康生技有限公司,0.0,0.0,0.0,0.0
森田工業股份有限公司,0.0,20000.0,0.0,0.0
森田生醫股份有限公司,360000.0,0.0,0.0,0.0
森田藥粧有限公司,0.0,0.0,0.0,0.0
森田造景社,0.0,0.0,0.0,0.0
森聯國際股份有限公司,0.0,0.0,0.0,0.0
森通企業有限公司,0.0,20000.0,0.0,0.0
森進營造股份有限公司,0.0,0.0,0.0,0.0
森遠興業股份有限公司,0.0,0.0,0.0,0.0
森邦建材行,0.0,0.0,0.0,0.0
森陽五金行,0.0,0.0,0.0,0.0
森青科技能源開發股份有限公司,0.0,0.0,0.0,0.0
森駿工程行,0.0,0.0,0.0,0.0
森鳴實業有限公司,100000.0,0.0,0.0,0.0
森鴻汽車材料行,0.0,0.0,0.0,0.0
森龍工業股份有限公司,0.0,200000.0,0.0,0.0
椰子林企業股份有限公司,0.0,0.0,0.0,0.0
椿樺化學股份有限公司,0.0,0.0,0.0,0.0
椿田股份有限公司,0.0,0.0,0.0,0.0
楊博閔建築師事務所,0.0,10000.0,0.0,0.0
楊振成工程有限公司,0.0,0.0,0.0,0.0
楊文昌建築師事務所,0.0,0.0,0.0,0.0
楊春美記帳及報稅代理人事務所,0.0,0.0,0.0,0.0
楊記投資股份有限公司,500000.0,600000.0,0.0,0.0
楊金順律師事務所,20000.0,0.0,0.0,0.0
楊龍企業有限公司,0.0,0.0,0.0,0.0
楊龍企業股份有限公司,0.0,500000.0,0.0,0.0
楠埔加油站企業有限公司,0.0,0.0,0.0,0.0
楠樺精機工業有限公司,0.0,10000.0,0.0,0.0
楠都加油站股份有限公司,0.0,100000.0,0.0,0.0
業晟企業有限公司,0.0,0.0,0.0,0.0
極昌投資興業股份有限公司,0.0,0.0,0.0,0.0
楷瑞科技印刷股份有限公司,0.0,0.0,0.0,0.0
榮信交通股份有限公司,0.0,0.0,0.0,0.0
榮元營造有限公司,0.0,0.0,0.0,0.0
榮光機械股份有限公司,0.0,0.0,100000.0,0.0
榮冠工程有限公司,0.0,0.0,0.0,0.0
榮勇國際實業有限公司,0.0,0.0,0.0,0.0
榮南實業(股)有限公司,0.0,0.0,0.0,0.0
榮原橡膠有限公司,0.0,10000.0,0.0,0.0
榮喬振動機械股份有限公司,0.0,0.0,0.0,0.0
榮喬震動機械公司,0.0,0.0,0.0,0.0
榮圖投資股份有限公司,100000.0,0.0,0.0,0.0
榮大企業有限公司,0.0,0.0,0.0,0.0
榮太開發股份有限公司,0.0,0.0,0.0,0.0
榮富工業股份有限公司,0.0,0.0,0.0,0.0
榮峻企業股份有限公司,0.0,0.0,0.0,0.0
榮崧工業有限公司,0.0,0.0,0.0,0.0
榮建企業有限公司,0.0,0.0,0.0,0.0
榮德國際實業股份有限公司,0.0,0.0,0.0,0.0
榮成興業股份有限公司,0.0,0.0,0.0,0.0
榮振系統科技股份有限公司,0.0,20000.0,0.0,0.0
榮揚科技股份有限公司,0.0,0.0,0.0,0.0
榮揚開發建設股份有限公司,0.0,0.0,0.0,0.0
榮新建材股份有限公司,0.0,0.0,0.0,0.0
榮新流通股份有限公司,0.0,0.0,0.0,0.0
榮星氣體有限公司,0.0,0.0,0.0,0.0
榮春中醫診所,0.0,0.0,0.0,0.0
榮樹實業股份有限公司,500000.0,0.0,0.0,0.0
榮江股份有限公司,0.0,0.0,0.0,0.0
榮河商事股份有限公司大安店,0.0,0.0,0.0,60000.0
榮泉汽水工廠,0.0,0.0,0.0,0.0
榮泰國際石業有限公司,0.0,0.0,0.0,0.0
榮泰開發工程有限公司,0.0,0.0,0.0,0.0
榮洋醫藥股份有限公司,0.0,0.0,0.0,0.0
榮淵投資股份有限公司,0.0,0.0,0.0,0.0
榮瑞鋼構,0.0,0.0,0.0,0.0
榮盛通運股份有限公司,0.0,0.0,0.0,0.0
榮祺食品工業股份有限公司,300000.0,0.0,0.0,0.0
榮福產業有限公司,0.0,0.0,0.0,0.0
榮禧投資有限公司,0.0,0.0,0.0,0.0
榮科實業股份有限公司,0.0,0.0,0.0,0.0
榮程企業有限公司,0.0,0.0,0.0,0.0
榮穩輪胎行,0.0,20000.0,0.0,0.0
榮群營造股份有限公司,0.0,50000.0,0.0,0.0
榮謙實業有限公司,0.0,0.0,0.0,0.0
榮豐皮革股份有限公司,0.0,20000.0,0.0,0.0
榮造科技有限公司,0.0,0.0,0.0,0.0
榮金有限公司,0.0,0.0,0.0,0.0
榮錦建設股份有限公司,0.0,200000.0,0.0,0.0
榮鑫實業股份有限公司,0.0,0.0,0.0,0.0
榮鑫機電工程企業有限公司,0.0,0.0,0.0,0.0
榮陞汽車股份有限公司,0.0,0.0,0.0,0.0
榮陽車業股份有限公司,0.0,0.0,0.0,0.0
樂川股份有限公司,0.0,0.0,0.0,0.0
樂文實業股份有限公司,0.0,0.0,0.0,0.0
樂樂町有限公司,50000.0,0.0,0.0,0.0
樂泰國際名揚有限公司,0.0,0.0,0.0,0.0
樂聯工業股份有限公司,0.0,0.0,0.0,0.0
樂謙電腦科技股份有限公司,0.0,0.0,0.0,0.0
標捷光電科技股份有限公司,0.0,100000.0,0.0,0.0
模冠科技股份有限公司,20000.0,0.0,0.0,0.0
樸園廣告股份有限公司,0.0,0.0,0.0,0.0
樹奕工程行,0.0,0.0,0.0,0.0
樹林實業有限公司,0.0,0.0,0.0,0.0
樹盛營造股份有限公司,200000.0,200000.0,0.0,0.0
樺億土木工程有限公司,0.0,0.0,0.0,0.0
樺勝環保事業股份有限公司,0.0,0.0,0.0,0.0
樺太企業有限公司,0.0,0.0,0.0,0.0
樺屋建材行,0.0,30000.0,0.0,0.0
樺懋建設(股)公司,0.0,0.0,0.0,0.0
樺揚海事服務有限公司,0.0,20000.0,0.0,0.0
樺晟企業有限公司,0.0,0.0,0.0,0.0
樺晨有限公司,0.0,0.0,0.0,0.0
樺東實業股份有限公司,0.0,100000.0,50000.0,0.0
樺棋營造股份有限公司,0.0,0.0,0.0,0.0
樺正實業股份有限公司,100000.0,0.0,0.0,100000.0
樺福建設開發股份有限公司,0.0,0.0,0.0,0.0
樺美食品股份有限公司,0.0,0.0,0.0,0.0
樺興彈簧企業股份有限公司,20000.0,0.0,0.0,0.0
樺興機電有限公司,0.0,0.0,0.0,0.0
樺良企業股份有限公司,0.0,50000.0,0.0,0.0
樺莉有限公司,0.0,10000.0,0.0,0.0
樺誼昌企業社,0.0,0.0,0.0,0.0
樺達營造股份有限公司,0.0,0.0,0.0,0.0
